,ReportDateTime,Country,Indicator,FullName,Period,Value
16,1999-02-01 04:00:00,Korea,Industrial Production (YoY),Industrial Production (YoY) (Jan),1999-01-01 00:00:00,16.9
17,1999-02-01 04:00:00,Spain,Industrial Production (YoY),Spanish Industrial Production (YoY) (Jan),1999-01-01 00:00:00,4.7
18,1999-02-01 04:00:00,Argentina,Industrial Production (YoY),Industrial Production (YoY) (Jan),1999-01-01 00:00:00,-5.1
19,1999-02-01 04:00:00,Brazil,Industrial Production (YoY),Industrial Production (YoY) (Jan),1999-01-01 00:00:00,-3.4
20,1999-02-01 04:00:00,Singapore,Industrial Production (YoY),Industrial Production (YoY) (Jan),1999-01-01 00:00:00,9.9
21,1999-02-01 04:00:00,China,Industrial Production (YoY),Industrial Production (YoY) (Jan),1999-01-01 00:00:00,17.9
22,1999-02-01 04:00:00,Taiwan,Industrial Production (YoY),Industrial Production (YoY) (Jan),1999-01-01 00:00:00,18.23
23,1999-02-01 04:00:00,Eurozone,Industrial Production (YoY),Industrial Production (YoY) (Jan),1999-01-01 00:00:00,1.2
24,1999-03-01 04:00:00,United Kingdom,Industrial Production (YoY),Industrial Production (YoY) (Feb),1999-02-01 00:00:00,-0.9
25,1999-03-01 04:00:00,Mexico,Industrial Production (YoY),Industrial Production (YoY) (Feb),1999-02-01 00:00:00,1.32
26,1999-03-01 04:00:00,Italy,Industrial Production (YoY),Italian Industrial Production (YoY) (Feb),1999-02-01 00:00:00,-2.3
27,1999-03-01 04:00:00,Korea,Industrial Production (YoY),Industrial Production (YoY) (Feb),1999-02-01 00:00:00,5.4
28,1999-03-01 04:00:00,Spain,Industrial Production (YoY),Spanish Industrial Production (YoY) (Feb),1999-02-01 00:00:00,-0.1
29,1999-03-01 04:00:00,Argentina,Industrial Production (YoY),Industrial Production (YoY) (Feb),1999-02-01 00:00:00,-7.8
30,1999-03-01 04:00:00,Brazil,Industrial Production (YoY),Industrial Production (YoY) (Feb),1999-02-01 00:00:00,-4.91
31,1999-03-01 04:00:00,Singapore,Industrial Production (YoY),Industrial Production (YoY) (Feb),1999-02-01 00:00:00,3.8
32,1999-03-01 04:00:00,China,Industrial Production (YoY),Industrial Production (YoY) (Feb),1999-02-01 00:00:00,2.1
33,1999-03-01 04:00:00,Taiwan,Industrial Production (YoY),Industrial Production (YoY) (Feb),1999-02-01 00:00:00,-5.35
34,1999-03-01 04:00:00,Eurozone,Industrial Production (YoY),Industrial Production (YoY) (Feb),1999-02-01 00:00:00,-0.7
35,1999-03-01 04:00:00,Malaysia,Industrial Production (YoY),Industrial Production (YoY) (Feb),1999-02-01 00:00:00,3.0
36,1999-04-01 04:00:00,Malaysia,Industrial Production (YoY),Industrial Production (YoY) (Mar),1999-03-01 00:00:00,2.8
37,1999-04-01 04:00:00,United Kingdom,Industrial Production (YoY),Industrial Production (YoY) (Mar),1999-03-01 00:00:00,-0.5
38,1999-04-01 04:00:00,Mexico,Industrial Production (YoY),Industrial Production (YoY) (Mar),1999-03-01 00:00:00,1.26
39,1999-04-01 04:00:00,Italy,Industrial Production (YoY),Italian Industrial Production (YoY) (Mar),1999-03-01 00:00:00,-0.5
40,1999-04-01 04:00:00,Korea,Industrial Production (YoY),Industrial Production (YoY) (Mar),1999-03-01 00:00:00,20.7
41,1999-04-01 04:00:00,Spain,Industrial Production (YoY),Spanish Industrial Production (YoY) (Mar),1999-03-01 00:00:00,0.6
42,1999-04-01 04:00:00,Argentina,Industrial Production (YoY),Industrial Production (YoY) (Mar),1999-03-01 00:00:00,-7.9
43,1999-04-01 04:00:00,Brazil,Industrial Production (YoY),Industrial Production (YoY) (Mar),1999-03-01 00:00:00,-2.72
44,1999-04-01 04:00:00,Singapore,Industrial Production (YoY),Industrial Production (YoY) (Mar),1999-03-01 00:00:00,6.8
45,1999-04-01 04:00:00,China,Industrial Production (YoY),Industrial Production (YoY) (Mar),1999-03-01 00:00:00,9.0
46,1999-04-01 04:00:00,Taiwan,Industrial Production (YoY),Industrial Production (YoY) (Mar),1999-03-01 00:00:00,8.16
47,1999-04-01 04:00:00,Eurozone,Industrial Production (YoY),Industrial Production (YoY) (Mar),1999-03-01 00:00:00,-0.4
48,1999-05-01 04:00:00,United Kingdom,Industrial Production (YoY),Industrial Production (YoY) (Apr),1999-04-01 00:00:00,-1.7
49,1999-05-01 04:00:00,Mexico,Industrial Production (YoY),Industrial Production (YoY) (Apr),1999-04-01 00:00:00,1.27
50,1999-05-01 04:00:00,Italy,Industrial Production (YoY),Italian Industrial Production (YoY) (Apr),1999-04-01 00:00:00,-3.1
51,1999-05-01 04:00:00,Korea,Industrial Production (YoY),Industrial Production (YoY) (Apr),1999-04-01 00:00:00,18.8
52,1999-05-01 04:00:00,Spain,Industrial Production (YoY),Spanish Industrial Production (YoY) (Apr),1999-04-01 00:00:00,1.2
53,1999-05-01 04:00:00,Argentina,Industrial Production (YoY),Industrial Production (YoY) (Apr),1999-04-01 00:00:00,-10.4
54,1999-05-01 04:00:00,Brazil,Industrial Production (YoY),Industrial Production (YoY) (Apr),1999-04-01 00:00:00,-2.54
55,1999-05-01 04:00:00,Singapore,Industrial Production (YoY),Industrial Production (YoY) (Apr),1999-04-01 00:00:00,5.7
56,1999-05-01 04:00:00,China,Industrial Production (YoY),Industrial Production (YoY) (Apr),1999-04-01 00:00:00,9.1
57,1999-05-01 04:00:00,Taiwan,Industrial Production (YoY),Industrial Production (YoY) (Apr),1999-04-01 00:00:00,7.99
58,1999-05-01 04:00:00,Eurozone,Industrial Production (YoY),Industrial Production (YoY) (Apr),1999-04-01 00:00:00,-0.5
59,1999-05-01 04:00:00,Malaysia,Industrial Production (YoY),Industrial Production (YoY) (Apr),1999-04-01 00:00:00,4.3
60,1999-06-01 04:00:00,Malaysia,Industrial Production (YoY),Industrial Production (YoY) (May),1999-05-01 00:00:00,6.3
61,1999-06-01 04:00:00,United Kingdom,Industrial Production (YoY),Industrial Production (YoY) (May),1999-05-01 00:00:00,0.1
62,1999-06-01 04:00:00,Mexico,Industrial Production (YoY),Industrial Production (YoY) (May),1999-05-01 00:00:00,0.67
63,1999-06-01 04:00:00,Italy,Industrial Production (YoY),Italian Industrial Production (YoY) (May),1999-05-01 00:00:00,-3.7
64,1999-06-01 04:00:00,Italy,Industrial Production (YoY),Italian Industrial Production (YoY) (May),1999-05-01 00:00:00,-3.7
65,1999-06-01 04:00:00,Korea,Industrial Production (YoY),Industrial Production (YoY) (May),1999-05-01 00:00:00,23.9
66,1999-06-01 04:00:00,Spain,Industrial Production (YoY),Spanish Industrial Production (YoY) (May),1999-05-01 00:00:00,0.8
67,1999-06-01 04:00:00,Argentina,Industrial Production (YoY),Industrial Production (YoY) (May),1999-05-01 00:00:00,-9.0
68,1999-06-01 04:00:00,Brazil,Industrial Production (YoY),Industrial Production (YoY) (May),1999-05-01 00:00:00,-3.02
69,1999-06-01 04:00:00,Singapore,Industrial Production (YoY),Industrial Production (YoY) (May),1999-05-01 00:00:00,19.0
70,1999-06-01 04:00:00,China,Industrial Production (YoY),Industrial Production (YoY) (May),1999-05-01 00:00:00,8.9
71,1999-06-01 04:00:00,Taiwan,Industrial Production (YoY),Industrial Production (YoY) (May),1999-05-01 00:00:00,10.25
72,1999-06-01 04:00:00,Eurozone,Industrial Production (YoY),Industrial Production (YoY) (May),1999-05-01 00:00:00,-0.7
73,1999-07-01 04:00:00,United Kingdom,Industrial Production (YoY),Industrial Production (YoY) (Jun),1999-06-01 00:00:00,0.5
74,1999-07-01 04:00:00,Mexico,Industrial Production (YoY),Industrial Production (YoY) (Jun),1999-06-01 00:00:00,1.72
75,1999-07-01 04:00:00,Italy,Industrial Production (YoY),Italian Industrial Production (YoY) (Jun),1999-06-01 00:00:00,-1.2
76,1999-07-01 04:00:00,Korea,Industrial Production (YoY),Industrial Production (YoY) (Jun),1999-06-01 00:00:00,32.4
77,1999-07-01 04:00:00,Spain,Industrial Production (YoY),Spanish Industrial Production (YoY) (Jun),1999-06-01 00:00:00,1.8
78,1999-07-01 04:00:00,Argentina,Industrial Production (YoY),Industrial Production (YoY) (Jun),1999-06-01 00:00:00,-12.9
79,1999-07-01 04:00:00,Brazil,Industrial Production (YoY),Industrial Production (YoY) (Jun),1999-06-01 00:00:00,-3.03
80,1999-07-01 04:00:00,Singapore,Industrial Production (YoY),Industrial Production (YoY) (Jun),1999-06-01 00:00:00,20.0
81,1999-07-01 04:00:00,China,Industrial Production (YoY),Industrial Production (YoY) (Jun),1999-06-01 00:00:00,9.1
82,1999-07-01 04:00:00,Taiwan,Industrial Production (YoY),Industrial Production (YoY) (Jun),1999-06-01 00:00:00,8.59
83,1999-07-01 04:00:00,Eurozone,Industrial Production (YoY),Industrial Production (YoY) (Jun),1999-06-01 00:00:00,0.7
84,1999-07-01 04:00:00,Malaysia,Industrial Production (YoY),Industrial Production (YoY) (Jun),1999-06-01 00:00:00,9.6
85,1999-08-01 04:00:00,Malaysia,Industrial Production (YoY),Industrial Production (YoY) (Jul),1999-07-01 00:00:00,-1.0
86,1999-08-01 04:00:00,United Kingdom,Industrial Production (YoY),Industrial Production (YoY) (Jul),1999-07-01 00:00:00,0.6
87,1999-08-01 04:00:00,Mexico,Industrial Production (YoY),Industrial Production (YoY) (Jul),1999-07-01 00:00:00,1.52
88,1999-08-01 04:00:00,Italy,Industrial Production (YoY),Italian Industrial Production (YoY) (Jul),1999-07-01 00:00:00,-0.8
89,1999-08-01 04:00:00,Korea,Industrial Production (YoY),Industrial Production (YoY) (Jul),1999-07-01 00:00:00,35.5
90,1999-08-01 04:00:00,Spain,Industrial Production (YoY),Spanish Industrial Production (YoY) (Jul),1999-07-01 00:00:00,4.1
91,1999-08-01 04:00:00,Argentina,Industrial Production (YoY),Industrial Production (YoY) (Jul),1999-07-01 00:00:00,-14.2
92,1999-08-01 04:00:00,Brazil,Industrial Production (YoY),Industrial Production (YoY) (Jul),1999-07-01 00:00:00,-5.09
93,1999-08-01 04:00:00,Singapore,Industrial Production (YoY),Industrial Production (YoY) (Jul),1999-07-01 00:00:00,18.0
94,1999-08-01 04:00:00,China,Industrial Production (YoY),Industrial Production (YoY) (Jul),1999-07-01 00:00:00,9.3
95,1999-08-01 04:00:00,Taiwan,Industrial Production (YoY),Industrial Production (YoY) (Jul),1999-07-01 00:00:00,7.2
96,1999-08-01 04:00:00,Eurozone,Industrial Production (YoY),Industrial Production (YoY) (Jul),1999-07-01 00:00:00,0.8
97,1999-09-01 04:00:00,United Kingdom,Industrial Production (YoY),Industrial Production (YoY) (Aug),1999-08-01 00:00:00,2.9
98,1999-09-01 04:00:00,Mexico,Industrial Production (YoY),Industrial Production (YoY) (Aug),1999-08-01 00:00:00,1.5
99,1999-09-01 04:00:00,Italy,Industrial Production (YoY),Italian Industrial Production (YoY) (Aug),1999-08-01 00:00:00,4.3
100,1999-09-01 04:00:00,Korea,Industrial Production (YoY),Industrial Production (YoY) (Aug),1999-08-01 00:00:00,32.0
101,1999-09-01 04:00:00,Spain,Industrial Production (YoY),Spanish Industrial Production (YoY) (Aug),1999-08-01 00:00:00,4.0
102,1999-09-01 04:00:00,Argentina,Industrial Production (YoY),Industrial Production (YoY) (Aug),1999-08-01 00:00:00,-7.5
103,1999-09-01 04:00:00,Brazil,Industrial Production (YoY),Industrial Production (YoY) (Aug),1999-08-01 00:00:00,0.25
104,1999-09-01 04:00:00,Singapore,Industrial Production (YoY),Industrial Production (YoY) (Aug),1999-08-01 00:00:00,19.3
105,1999-09-01 04:00:00,China,Industrial Production (YoY),Industrial Production (YoY) (Aug),1999-08-01 00:00:00,9.5
106,1999-09-01 04:00:00,Taiwan,Industrial Production (YoY),Industrial Production (YoY) (Aug),1999-08-01 00:00:00,8.19
107,1999-09-01 04:00:00,Eurozone,Industrial Production (YoY),Industrial Production (YoY) (Aug),1999-08-01 00:00:00,2.6
108,1999-09-01 04:00:00,Malaysia,Industrial Production (YoY),Industrial Production (YoY) (Aug),1999-08-01 00:00:00,13.4
109,1999-10-01 04:00:00,Malaysia,Industrial Production (YoY),Industrial Production (YoY) (Sep),1999-09-01 00:00:00,20.9
110,1999-10-01 04:00:00,United Kingdom,Industrial Production (YoY),Industrial Production (YoY) (Sep),1999-09-01 00:00:00,3.4
111,1999-10-01 04:00:00,Mexico,Industrial Production (YoY),Industrial Production (YoY) (Sep),1999-09-01 00:00:00,2.31
112,1999-10-01 04:00:00,Italy,Industrial Production (YoY),Italian Industrial Production (YoY) (Sep),1999-09-01 00:00:00,-0.4
113,1999-10-01 04:00:00,Korea,Industrial Production (YoY),Industrial Production (YoY) (Sep),1999-09-01 00:00:00,20.5
114,1999-10-01 04:00:00,Spain,Industrial Production (YoY),Spanish Industrial Production (YoY) (Sep),1999-09-01 00:00:00,3.6
115,1999-10-01 04:00:00,Argentina,Industrial Production (YoY),Industrial Production (YoY) (Sep),1999-09-01 00:00:00,-4.5
116,1999-10-01 04:00:00,Brazil,Industrial Production (YoY),Industrial Production (YoY) (Sep),1999-09-01 00:00:00,0.5
117,1999-10-01 04:00:00,Singapore,Industrial Production (YoY),Industrial Production (YoY) (Sep),1999-09-01 00:00:00,14.4
118,1999-10-01 04:00:00,China,Industrial Production (YoY),Industrial Production (YoY) (Sep),1999-09-01 00:00:00,8.2
119,1999-10-01 04:00:00,Taiwan,Industrial Production (YoY),Industrial Production (YoY) (Sep),1999-09-01 00:00:00,-0.82
120,1999-10-01 04:00:00,Eurozone,Industrial Production (YoY),Industrial Production (YoY) (Sep),1999-09-01 00:00:00,2.0
121,1999-11-01 04:00:00,United Kingdom,Industrial Production (YoY),Industrial Production (YoY) (Oct),1999-10-01 00:00:00,3.0
122,1999-11-01 04:00:00,Mexico,Industrial Production (YoY),Industrial Production (YoY) (Oct),1999-10-01 00:00:00,0.88
123,1999-11-01 04:00:00,Italy,Industrial Production (YoY),Italian Industrial Production (YoY) (Oct),1999-10-01 00:00:00,1.4
124,1999-11-01 04:00:00,Korea,Industrial Production (YoY),Industrial Production (YoY) (Oct),1999-10-01 00:00:00,33.7
125,1999-11-01 04:00:00,Spain,Industrial Production (YoY),Spanish Industrial Production (YoY) (Oct),1999-10-01 00:00:00,2.1
126,1999-11-01 04:00:00,Argentina,Industrial Production (YoY),Industrial Production (YoY) (Oct),1999-10-01 00:00:00,-4.9
127,1999-11-01 04:00:00,Brazil,Industrial Production (YoY),Industrial Production (YoY) (Oct),1999-10-01 00:00:00,3.19
128,1999-11-01 04:00:00,Singapore,Industrial Production (YoY),Industrial Production (YoY) (Oct),1999-10-01 00:00:00,24.2
129,1999-11-01 04:00:00,China,Industrial Production (YoY),Industrial Production (YoY) (Oct),1999-10-01 00:00:00,7.0
130,1999-11-01 04:00:00,Taiwan,Industrial Production (YoY),Industrial Production (YoY) (Oct),1999-10-01 00:00:00,6.94
131,1999-11-01 04:00:00,Eurozone,Industrial Production (YoY),Industrial Production (YoY) (Oct),1999-10-01 00:00:00,2.8
132,1999-11-01 04:00:00,Malaysia,Industrial Production (YoY),Industrial Production (YoY) (Oct),1999-10-01 00:00:00,13.8
133,1999-12-01 04:00:00,Malaysia,Industrial Production (YoY),Industrial Production (YoY) (Nov),1999-11-01 00:00:00,21.8
134,1999-12-01 04:00:00,United Kingdom,Industrial Production (YoY),Industrial Production (YoY) (Nov),1999-11-01 00:00:00,3.7
135,1999-12-01 04:00:00,Mexico,Industrial Production (YoY),Industrial Production (YoY) (Nov),1999-11-01 00:00:00,2.44
136,1999-12-01 04:00:00,Italy,Industrial Production (YoY),Italian Industrial Production (YoY) (Nov),1999-11-01 00:00:00,3.0
137,1999-12-01 04:00:00,Korea,Industrial Production (YoY),Industrial Production (YoY) (Nov),1999-11-01 00:00:00,29.3
138,1999-12-01 04:00:00,Spain,Industrial Production (YoY),Spanish Industrial Production (YoY) (Nov),1999-11-01 00:00:00,4.4
139,1999-12-01 04:00:00,Argentina,Industrial Production (YoY),Industrial Production (YoY) (Nov),1999-11-01 00:00:00,1.2
140,1999-12-01 04:00:00,Brazil,Industrial Production (YoY),Industrial Production (YoY) (Nov),1999-11-01 00:00:00,4.91
141,1999-12-01 04:00:00,Singapore,Industrial Production (YoY),Industrial Production (YoY) (Nov),1999-11-01 00:00:00,19.7
142,1999-12-01 04:00:00,China,Industrial Production (YoY),Industrial Production (YoY) (Nov),1999-11-01 00:00:00,7.6
143,1999-12-01 04:00:00,Taiwan,Industrial Production (YoY),Industrial Production (YoY) (Nov),1999-11-01 00:00:00,9.71
144,1999-12-01 04:00:00,Eurozone,Industrial Production (YoY),Industrial Production (YoY) (Nov),1999-11-01 00:00:00,4.1
145,2000-01-01 04:00:00,United Kingdom,Industrial Production (YoY),Industrial Production (YoY) (Dec),1999-12-01 00:00:00,2.5
146,2000-01-01 04:00:00,Mexico,Industrial Production (YoY),Industrial Production (YoY) (Dec),1999-12-01 00:00:00,1.3
147,2000-01-01 04:00:00,Italy,Industrial Production (YoY),Italian Industrial Production (YoY) (Dec),1999-12-01 00:00:00,5.6
148,2000-01-01 04:00:00,Korea,Industrial Production (YoY),Industrial Production (YoY) (Dec),1999-12-01 00:00:00,24.8
149,2000-01-01 04:00:00,Spain,Industrial Production (YoY),Spanish Industrial Production (YoY) (Dec),1999-12-01 00:00:00,4.3
150,2000-01-01 04:00:00,Argentina,Industrial Production (YoY),Industrial Production (YoY) (Dec),1999-12-01 00:00:00,6.6
151,2000-01-01 04:00:00,Brazil,Industrial Production (YoY),Industrial Production (YoY) (Dec),1999-12-01 00:00:00,8.58
152,2000-01-01 04:00:00,Singapore,Industrial Production (YoY),Industrial Production (YoY) (Dec),1999-12-01 00:00:00,7.3
153,2000-01-01 04:00:00,China,Industrial Production (YoY),Industrial Production (YoY) (Dec),1999-12-01 00:00:00,7.4
154,2000-01-01 04:00:00,Taiwan,Industrial Production (YoY),Industrial Production (YoY) (Dec),1999-12-01 00:00:00,9.39
155,2000-01-01 04:00:00,Eurozone,Industrial Production (YoY),Industrial Production (YoY) (Dec),1999-12-01 00:00:00,4.6
156,2000-01-01 04:00:00,Malaysia,Industrial Production (YoY),Industrial Production (YoY) (Dec),1999-12-01 00:00:00,18.5
157,2000-02-01 04:00:00,Thailand,Industrial Production (YoY),Industrial Production (YoY) (Jan),2000-01-01 00:00:00,20.71
158,2000-02-01 04:00:00,Malaysia,Industrial Production (YoY),Industrial Production (YoY) (Jan),2000-01-01 00:00:00,28.9
159,2000-02-01 04:00:00,United Kingdom,Industrial Production (YoY),Industrial Production (YoY) (Jan),2000-01-01 00:00:00,2.6
160,2000-02-01 04:00:00,Mexico,Industrial Production (YoY),Industrial Production (YoY) (Jan),2000-01-01 00:00:00,2.65
161,2000-02-01 04:00:00,Italy,Industrial Production (YoY),Italian Industrial Production (YoY) (Jan),2000-01-01 00:00:00,1.0
162,2000-02-01 04:00:00,Korea,Industrial Production (YoY),Industrial Production (YoY) (Jan),2000-01-01 00:00:00,30.0
163,2000-02-01 04:00:00,Spain,Industrial Production (YoY),Spanish Industrial Production (YoY) (Jan),2000-01-01 00:00:00,2.4
164,2000-02-01 04:00:00,Argentina,Industrial Production (YoY),Industrial Production (YoY) (Jan),2000-01-01 00:00:00,1.6
165,2000-02-01 04:00:00,Brazil,Industrial Production (YoY),Industrial Production (YoY) (Jan),2000-01-01 00:00:00,4.89
166,2000-02-01 04:00:00,Singapore,Industrial Production (YoY),Industrial Production (YoY) (Jan),2000-01-01 00:00:00,28.5
167,2000-02-01 04:00:00,China,Industrial Production (YoY),Industrial Production (YoY) (Jan),2000-01-01 00:00:00,8.9
168,2000-02-01 04:00:00,Taiwan,Industrial Production (YoY),Industrial Production (YoY) (Jan),2000-01-01 00:00:00,8.08
169,2000-02-01 04:00:00,Russia,Industrial Production (YoY),Industrial Production (YoY) (Jan),2000-01-01 00:00:00,10.6
170,2000-02-01 04:00:00,Eurozone,Industrial Production (YoY),Industrial Production (YoY) (Jan),2000-01-01 00:00:00,3.3
171,2000-03-01 04:00:00,United Kingdom,Industrial Production (YoY),Industrial Production (YoY) (Feb),2000-02-01 00:00:00,3.5
172,2000-03-01 04:00:00,Mexico,Industrial Production (YoY),Industrial Production (YoY) (Feb),2000-02-01 00:00:00,6.49
173,2000-03-01 04:00:00,Italy,Industrial Production (YoY),Italian Industrial Production (YoY) (Feb),2000-02-01 00:00:00,4.0
174,2000-03-01 04:00:00,Korea,Industrial Production (YoY),Industrial Production (YoY) (Feb),2000-02-01 00:00:00,29.1
175,2000-03-01 04:00:00,Spain,Industrial Production (YoY),Spanish Industrial Production (YoY) (Feb),2000-02-01 00:00:00,5.6
176,2000-03-01 04:00:00,Argentina,Industrial Production (YoY),Industrial Production (YoY) (Feb),2000-02-01 00:00:00,3.5
177,2000-03-01 04:00:00,Brazil,Industrial Production (YoY),Industrial Production (YoY) (Feb),2000-02-01 00:00:00,15.93
178,2000-03-01 04:00:00,Singapore,Industrial Production (YoY),Industrial Production (YoY) (Feb),2000-02-01 00:00:00,9.7
179,2000-03-01 04:00:00,China,Industrial Production (YoY),Industrial Production (YoY) (Feb),2000-02-01 00:00:00,12.0
180,2000-03-01 04:00:00,Taiwan,Industrial Production (YoY),Industrial Production (YoY) (Feb),2000-02-01 00:00:00,7.06
181,2000-03-01 04:00:00,Russia,Industrial Production (YoY),Industrial Production (YoY) (Feb),2000-02-01 00:00:00,13.3
182,2000-03-01 04:00:00,Eurozone,Industrial Production (YoY),Industrial Production (YoY) (Feb),2000-02-01 00:00:00,5.6
183,2000-03-01 04:00:00,Thailand,Industrial Production (YoY),Industrial Production (YoY) (Feb),2000-02-01 00:00:00,22.58
184,2000-03-01 04:00:00,Malaysia,Industrial Production (YoY),Industrial Production (YoY) (Feb),2000-02-01 00:00:00,22.1
185,2000-04-01 04:00:00,Thailand,Industrial Production (YoY),Industrial Production (YoY) (Mar),2000-03-01 00:00:00,22.2
186,2000-04-01 04:00:00,Malaysia,Industrial Production (YoY),Industrial Production (YoY) (Mar),2000-03-01 00:00:00,25.0
187,2000-04-01 04:00:00,United Kingdom,Industrial Production (YoY),Industrial Production (YoY) (Mar),2000-03-01 00:00:00,2.8
188,2000-04-01 04:00:00,Mexico,Industrial Production (YoY),Industrial Production (YoY) (Mar),2000-03-01 00:00:00,4.21
189,2000-04-01 04:00:00,Italy,Industrial Production (YoY),Italian Industrial Production (YoY) (Mar),2000-03-01 00:00:00,3.4
190,2000-04-01 04:00:00,Korea,Industrial Production (YoY),Industrial Production (YoY) (Mar),2000-03-01 00:00:00,22.9
191,2000-04-01 04:00:00,Spain,Industrial Production (YoY),Spanish Industrial Production (YoY) (Mar),2000-03-01 00:00:00,7.7
192,2000-04-01 04:00:00,Argentina,Industrial Production (YoY),Industrial Production (YoY) (Mar),2000-03-01 00:00:00,4.1
193,2000-04-01 04:00:00,Brazil,Industrial Production (YoY),Industrial Production (YoY) (Mar),2000-03-01 00:00:00,3.99
194,2000-04-01 04:00:00,Singapore,Industrial Production (YoY),Industrial Production (YoY) (Mar),2000-03-01 00:00:00,3.7
195,2000-04-01 04:00:00,China,Industrial Production (YoY),Industrial Production (YoY) (Mar),2000-03-01 00:00:00,11.9
196,2000-04-01 04:00:00,Taiwan,Industrial Production (YoY),Industrial Production (YoY) (Mar),2000-03-01 00:00:00,8.17
197,2000-04-01 04:00:00,Russia,Industrial Production (YoY),Industrial Production (YoY) (Mar),2000-03-01 00:00:00,7.6
198,2000-04-01 04:00:00,Eurozone,Industrial Production (YoY),Industrial Production (YoY) (Mar),2000-03-01 00:00:00,5.4
199,2000-05-01 04:00:00,United Kingdom,Industrial Production (YoY),Industrial Production (YoY) (Apr),2000-04-01 00:00:00,3.7
200,2000-05-01 04:00:00,Mexico,Industrial Production (YoY),Industrial Production (YoY) (Apr),2000-04-01 00:00:00,3.15
201,2000-05-01 04:00:00,Italy,Industrial Production (YoY),Italian Industrial Production (YoY) (Apr),2000-04-01 00:00:00,4.9
202,2000-05-01 04:00:00,Korea,Industrial Production (YoY),Industrial Production (YoY) (Apr),2000-04-01 00:00:00,18.4
203,2000-05-01 04:00:00,Spain,Industrial Production (YoY),Spanish Industrial Production (YoY) (Apr),2000-04-01 00:00:00,5.2
204,2000-05-01 04:00:00,Argentina,Industrial Production (YoY),Industrial Production (YoY) (Apr),2000-04-01 00:00:00,-1.8
205,2000-05-01 04:00:00,Brazil,Industrial Production (YoY),Industrial Production (YoY) (Apr),2000-04-01 00:00:00,3.44
206,2000-05-01 04:00:00,Singapore,Industrial Production (YoY),Industrial Production (YoY) (Apr),2000-04-01 00:00:00,9.5
207,2000-05-01 04:00:00,China,Industrial Production (YoY),Industrial Production (YoY) (Apr),2000-04-01 00:00:00,11.4
208,2000-05-01 04:00:00,Taiwan,Industrial Production (YoY),Industrial Production (YoY) (Apr),2000-04-01 00:00:00,3.33
209,2000-05-01 04:00:00,Russia,Industrial Production (YoY),Industrial Production (YoY) (Apr),2000-04-01 00:00:00,17.7
210,2000-05-01 04:00:00,Eurozone,Industrial Production (YoY),Industrial Production (YoY) (Apr),2000-04-01 00:00:00,5.5
211,2000-05-01 04:00:00,Thailand,Industrial Production (YoY),Industrial Production (YoY) (Apr),2000-04-01 00:00:00,7.15
212,2000-05-01 04:00:00,Malaysia,Industrial Production (YoY),Industrial Production (YoY) (Apr),2000-04-01 00:00:00,13.5
213,2000-06-01 04:00:00,Thailand,Industrial Production (YoY),Industrial Production (YoY) (May),2000-05-01 00:00:00,19.86
214,2000-06-01 04:00:00,Malaysia,Industrial Production (YoY),Industrial Production (YoY) (May),2000-05-01 00:00:00,22.2
215,2000-06-01 04:00:00,United Kingdom,Industrial Production (YoY),Industrial Production (YoY) (May),2000-05-01 00:00:00,3.0
