,ReportDateTime,Country,Indicator,FullName,Period,Value
19,1999-02-01 04:00:00,Canada,Unemployment Rate,Unemployment Rate (Jan),1999-01-01 00:00:00,7.9
21,1999-02-01 04:00:00,Switzerland,Unemployment Rate,Unemployment Rate s.a. (Jan),1999-01-01 00:00:00,3.1
22,1999-02-01 04:00:00,Germany,Unemployment Rate,German Unemployment Rate (Jan),1999-01-01 00:00:00,10.7
23,1999-02-01 04:00:00,Australia,Unemployment Rate,Unemployment Rate (Jan),1999-01-01 00:00:00,7.1
24,1999-02-01 04:00:00,Japan,Unemployment Rate,Unemployment Rate (Jan),1999-01-01 00:00:00,4.5
25,1999-02-01 04:00:00,Hong Kong,Unemployment Rate,Unemployment Rate (Jan),1999-01-01 00:00:00,6.4
26,1999-02-01 04:00:00,Taiwan,Unemployment Rate,Unemployment Rate (Jan),1999-01-01 00:00:00,2.92
27,1999-02-01 04:00:00,Austria,Unemployment Rate,Austrian Unemployment Rate (Jan),1999-01-01 00:00:00,9.1
28,1999-02-01 04:00:00,Russia,Unemployment Rate,Unemployment Rate (Jan),1999-01-01 00:00:00,14.2
30,1999-02-01 04:00:00,Norway,Unemployment Rate,Unemployment Rate (Jan),1999-01-01 00:00:00,2.7
31,1999-02-01 04:00:00,Eurozone,Unemployment Rate,Unemployment Rate (Jan),1999-01-01 00:00:00,10.0
32,1999-02-01 04:00:00,Denmark,Unemployment Rate,Unemployment Rate (Jan),1999-01-01 00:00:00,6.1
33,1999-02-01 04:00:00,Finland,Unemployment Rate,Finnish Unemployment Rate (Jan),1999-01-01 00:00:00,10.6
34,1999-03-01 04:00:00,Denmark,Unemployment Rate,Unemployment Rate (Feb),1999-02-01 00:00:00,5.9
35,1999-03-01 04:00:00,Finland,Unemployment Rate,Finnish Unemployment Rate (Feb),1999-02-01 00:00:00,10.5
36,1999-03-01 04:00:00,United Kingdom,Unemployment Rate,Unemployment Rate (Feb),1999-02-01 00:00:00,6.2
37,1999-03-01 04:00:00,Canada,Unemployment Rate,Unemployment Rate (Feb),1999-02-01 00:00:00,7.9
39,1999-03-01 04:00:00,Switzerland,Unemployment Rate,Unemployment Rate s.a. (Feb),1999-02-01 00:00:00,3.0
40,1999-03-01 04:00:00,Germany,Unemployment Rate,German Unemployment Rate (Feb),1999-02-01 00:00:00,10.7
41,1999-03-01 04:00:00,Australia,Unemployment Rate,Unemployment Rate (Feb),1999-02-01 00:00:00,7.1
42,1999-03-01 04:00:00,Japan,Unemployment Rate,Unemployment Rate (Feb),1999-02-01 00:00:00,4.6
43,1999-03-01 04:00:00,Hong Kong,Unemployment Rate,Unemployment Rate (Feb),1999-02-01 00:00:00,6.4
44,1999-03-01 04:00:00,Taiwan,Unemployment Rate,Unemployment Rate (Feb),1999-02-01 00:00:00,2.88
45,1999-03-01 04:00:00,Austria,Unemployment Rate,Austrian Unemployment Rate (Feb),1999-02-01 00:00:00,9.0
46,1999-03-01 04:00:00,Russia,Unemployment Rate,Unemployment Rate (Feb),1999-02-01 00:00:00,14.6
48,1999-03-01 04:00:00,Norway,Unemployment Rate,Unemployment Rate (Feb),1999-02-01 00:00:00,2.7
49,1999-03-01 04:00:00,Eurozone,Unemployment Rate,Unemployment Rate (Feb),1999-02-01 00:00:00,10.0
51,1999-03-01 07:30:00,United States,Unemployment Rate,Unemployment Rate (Feb),1999-02-01 00:00:00,4.4
52,1999-04-01 04:00:00,United Kingdom,Unemployment Rate,Unemployment Rate (Mar),1999-03-01 00:00:00,6.2
53,1999-04-01 04:00:00,Canada,Unemployment Rate,Unemployment Rate (Mar),1999-03-01 00:00:00,7.9
55,1999-04-01 04:00:00,Switzerland,Unemployment Rate,Unemployment Rate s.a. (Mar),1999-03-01 00:00:00,3.0
56,1999-04-01 04:00:00,Germany,Unemployment Rate,German Unemployment Rate (Mar),1999-03-01 00:00:00,10.6
57,1999-04-01 04:00:00,Australia,Unemployment Rate,Unemployment Rate (Mar),1999-03-01 00:00:00,7.0
58,1999-04-01 04:00:00,Japan,Unemployment Rate,Unemployment Rate (Mar),1999-03-01 00:00:00,4.7
59,1999-04-01 04:00:00,Hong Kong,Unemployment Rate,Unemployment Rate (Mar),1999-03-01 00:00:00,6.3
60,1999-04-01 04:00:00,Taiwan,Unemployment Rate,Unemployment Rate (Mar),1999-03-01 00:00:00,2.84
61,1999-04-01 04:00:00,Austria,Unemployment Rate,Austrian Unemployment Rate (Mar),1999-03-01 00:00:00,7.6
62,1999-04-01 04:00:00,Russia,Unemployment Rate,Unemployment Rate (Mar),1999-03-01 00:00:00,14.1
64,1999-04-01 04:00:00,Norway,Unemployment Rate,Unemployment Rate (Mar),1999-03-01 00:00:00,2.9
65,1999-04-01 04:00:00,Eurozone,Unemployment Rate,Unemployment Rate (Mar),1999-03-01 00:00:00,9.9
66,1999-04-01 04:00:00,Denmark,Unemployment Rate,Unemployment Rate (Mar),1999-03-01 00:00:00,5.9
67,1999-04-01 04:00:00,Finland,Unemployment Rate,Finnish Unemployment Rate (Mar),1999-03-01 00:00:00,10.5
69,1999-04-01 07:30:00,United States,Unemployment Rate,Unemployment Rate (Mar),1999-03-01 00:00:00,4.2
70,1999-05-01 04:00:00,United Kingdom,Unemployment Rate,Unemployment Rate (Apr),1999-04-01 00:00:00,6.2
71,1999-05-01 04:00:00,Canada,Unemployment Rate,Unemployment Rate (Apr),1999-04-01 00:00:00,8.2
73,1999-05-01 04:00:00,Switzerland,Unemployment Rate,Unemployment Rate s.a. (Apr),1999-04-01 00:00:00,2.9
74,1999-05-01 04:00:00,Germany,Unemployment Rate,German Unemployment Rate (Apr),1999-04-01 00:00:00,10.6
75,1999-05-01 04:00:00,Australia,Unemployment Rate,Unemployment Rate (Apr),1999-04-01 00:00:00,7.0
76,1999-05-01 04:00:00,Japan,Unemployment Rate,Unemployment Rate (Apr),1999-04-01 00:00:00,4.7
77,1999-05-01 04:00:00,Hong Kong,Unemployment Rate,Unemployment Rate (Apr),1999-04-01 00:00:00,6.2
78,1999-05-01 04:00:00,Taiwan,Unemployment Rate,Unemployment Rate (Apr),1999-04-01 00:00:00,2.97
79,1999-05-01 04:00:00,Austria,Unemployment Rate,Austrian Unemployment Rate (Apr),1999-04-01 00:00:00,7.0
80,1999-05-01 04:00:00,Russia,Unemployment Rate,Unemployment Rate (Apr),1999-04-01 00:00:00,13.4
82,1999-05-01 04:00:00,Norway,Unemployment Rate,Unemployment Rate (Apr),1999-04-01 00:00:00,2.9
83,1999-05-01 04:00:00,Eurozone,Unemployment Rate,Unemployment Rate (Apr),1999-04-01 00:00:00,9.9
84,1999-05-01 04:00:00,Denmark,Unemployment Rate,Unemployment Rate (Apr),1999-04-01 00:00:00,5.9
85,1999-05-01 04:00:00,Finland,Unemployment Rate,Finnish Unemployment Rate (Apr),1999-04-01 00:00:00,10.5
87,1999-05-01 07:30:00,United States,Unemployment Rate,Unemployment Rate (Apr),1999-04-01 00:00:00,4.3
88,1999-06-01 04:00:00,United Kingdom,Unemployment Rate,Unemployment Rate (May),1999-05-01 00:00:00,6.1
89,1999-06-01 04:00:00,Canada,Unemployment Rate,Unemployment Rate (May),1999-05-01 00:00:00,7.9
91,1999-06-01 04:00:00,Switzerland,Unemployment Rate,Unemployment Rate s.a. (May),1999-05-01 00:00:00,2.8
92,1999-06-01 04:00:00,Germany,Unemployment Rate,German Unemployment Rate (May),1999-05-01 00:00:00,10.5
93,1999-06-01 04:00:00,Australia,Unemployment Rate,Unemployment Rate (May),1999-05-01 00:00:00,7.0
94,1999-06-01 04:00:00,Japan,Unemployment Rate,Unemployment Rate (May),1999-05-01 00:00:00,4.7
95,1999-06-01 04:00:00,Hong Kong,Unemployment Rate,Unemployment Rate (May),1999-05-01 00:00:00,6.2
96,1999-06-01 04:00:00,Taiwan,Unemployment Rate,Unemployment Rate (May),1999-05-01 00:00:00,2.98
97,1999-06-01 04:00:00,Austria,Unemployment Rate,Austrian Unemployment Rate (May),1999-05-01 00:00:00,6.1
98,1999-06-01 04:00:00,Russia,Unemployment Rate,Unemployment Rate (May),1999-05-01 00:00:00,12.7
100,1999-06-01 04:00:00,Norway,Unemployment Rate,Unemployment Rate (May),1999-05-01 00:00:00,2.9
101,1999-06-01 04:00:00,Eurozone,Unemployment Rate,Unemployment Rate (May),1999-05-01 00:00:00,9.8
102,1999-06-01 04:00:00,Denmark,Unemployment Rate,Unemployment Rate (May),1999-05-01 00:00:00,5.8
103,1999-06-01 04:00:00,Finland,Unemployment Rate,Finnish Unemployment Rate (May),1999-05-01 00:00:00,10.4
105,1999-06-01 07:30:00,United States,Unemployment Rate,Unemployment Rate (May),1999-05-01 00:00:00,4.2
106,1999-07-01 04:00:00,United Kingdom,Unemployment Rate,Unemployment Rate (Jun),1999-06-01 00:00:00,6.0
107,1999-07-01 04:00:00,Canada,Unemployment Rate,Unemployment Rate (Jun),1999-06-01 00:00:00,7.6
108,1999-07-01 04:00:00,Korea,Unemployment Rate,Unemployment Rate (Jun),1999-06-01 00:00:00,7.2
110,1999-07-01 04:00:00,Switzerland,Unemployment Rate,Unemployment Rate s.a. (Jun),1999-06-01 00:00:00,2.8
111,1999-07-01 04:00:00,Germany,Unemployment Rate,German Unemployment Rate (Jun),1999-06-01 00:00:00,10.5
112,1999-07-01 04:00:00,Australia,Unemployment Rate,Unemployment Rate (Jun),1999-06-01 00:00:00,6.6
113,1999-07-01 04:00:00,Japan,Unemployment Rate,Unemployment Rate (Jun),1999-06-01 00:00:00,4.8
114,1999-07-01 04:00:00,Hong Kong,Unemployment Rate,Unemployment Rate (Jun),1999-06-01 00:00:00,6.1
115,1999-07-01 04:00:00,Taiwan,Unemployment Rate,Unemployment Rate (Jun),1999-06-01 00:00:00,2.92
116,1999-07-01 04:00:00,Austria,Unemployment Rate,Austrian Unemployment Rate (Jun),1999-06-01 00:00:00,5.5
117,1999-07-01 04:00:00,Russia,Unemployment Rate,Unemployment Rate (Jun),1999-06-01 00:00:00,12.3
119,1999-07-01 04:00:00,Norway,Unemployment Rate,Unemployment Rate (Jun),1999-06-01 00:00:00,2.8
120,1999-07-01 04:00:00,Eurozone,Unemployment Rate,Unemployment Rate (Jun),1999-06-01 00:00:00,9.8
121,1999-07-01 04:00:00,Denmark,Unemployment Rate,Unemployment Rate (Jun),1999-06-01 00:00:00,5.7
122,1999-07-01 04:00:00,Finland,Unemployment Rate,Finnish Unemployment Rate (Jun),1999-06-01 00:00:00,10.2
124,1999-07-01 07:30:00,United States,Unemployment Rate,Unemployment Rate (Jun),1999-06-01 00:00:00,4.3
125,1999-08-01 04:00:00,United Kingdom,Unemployment Rate,Unemployment Rate (Jul),1999-07-01 00:00:00,6.0
126,1999-08-01 04:00:00,Canada,Unemployment Rate,Unemployment Rate (Jul),1999-07-01 00:00:00,7.6
127,1999-08-01 04:00:00,Korea,Unemployment Rate,Unemployment Rate (Jul),1999-07-01 00:00:00,7.0
129,1999-08-01 04:00:00,Switzerland,Unemployment Rate,Unemployment Rate s.a. (Jul),1999-07-01 00:00:00,2.7
130,1999-08-01 04:00:00,Germany,Unemployment Rate,German Unemployment Rate (Jul),1999-07-01 00:00:00,10.5
131,1999-08-01 04:00:00,Australia,Unemployment Rate,Unemployment Rate (Jul),1999-07-01 00:00:00,6.7
132,1999-08-01 04:00:00,Japan,Unemployment Rate,Unemployment Rate (Jul),1999-07-01 00:00:00,4.8
133,1999-08-01 04:00:00,Hong Kong,Unemployment Rate,Unemployment Rate (Jul),1999-07-01 00:00:00,6.1
134,1999-08-01 04:00:00,Taiwan,Unemployment Rate,Unemployment Rate (Jul),1999-07-01 00:00:00,2.95
135,1999-08-01 04:00:00,Austria,Unemployment Rate,Austrian Unemployment Rate (Jul),1999-07-01 00:00:00,5.3
136,1999-08-01 04:00:00,Russia,Unemployment Rate,Unemployment Rate (Jul),1999-07-01 00:00:00,12.1
138,1999-08-01 04:00:00,Norway,Unemployment Rate,Unemployment Rate (Jul),1999-07-01 00:00:00,2.9
139,1999-08-01 04:00:00,Eurozone,Unemployment Rate,Unemployment Rate (Jul),1999-07-01 00:00:00,9.7
140,1999-08-01 04:00:00,Denmark,Unemployment Rate,Unemployment Rate (Jul),1999-07-01 00:00:00,5.6
141,1999-08-01 04:00:00,Finland,Unemployment Rate,Finnish Unemployment Rate (Jul),1999-07-01 00:00:00,10.1
143,1999-08-01 07:30:00,United States,Unemployment Rate,Unemployment Rate (Jul),1999-07-01 00:00:00,4.3
144,1999-09-01 04:00:00,United Kingdom,Unemployment Rate,Unemployment Rate (Aug),1999-08-01 00:00:00,5.9
145,1999-09-01 04:00:00,Canada,Unemployment Rate,Unemployment Rate (Aug),1999-08-01 00:00:00,7.4
146,1999-09-01 04:00:00,Korea,Unemployment Rate,Unemployment Rate (Aug),1999-08-01 00:00:00,6.5
148,1999-09-01 04:00:00,Switzerland,Unemployment Rate,Unemployment Rate s.a. (Aug),1999-08-01 00:00:00,2.6
149,1999-09-01 04:00:00,Germany,Unemployment Rate,German Unemployment Rate (Aug),1999-08-01 00:00:00,10.5
150,1999-09-01 04:00:00,Australia,Unemployment Rate,Unemployment Rate (Aug),1999-08-01 00:00:00,6.9
151,1999-09-01 04:00:00,Japan,Unemployment Rate,Unemployment Rate (Aug),1999-08-01 00:00:00,4.7
152,1999-09-01 04:00:00,Hong Kong,Unemployment Rate,Unemployment Rate (Aug),1999-08-01 00:00:00,6.1
153,1999-09-01 04:00:00,Taiwan,Unemployment Rate,Unemployment Rate (Aug),1999-08-01 00:00:00,2.91
154,1999-09-01 04:00:00,Austria,Unemployment Rate,Austrian Unemployment Rate (Aug),1999-08-01 00:00:00,5.3
155,1999-09-01 04:00:00,Russia,Unemployment Rate,Unemployment Rate (Aug),1999-08-01 00:00:00,12.0
157,1999-09-01 04:00:00,Norway,Unemployment Rate,Unemployment Rate (Aug),1999-08-01 00:00:00,3.1
158,1999-09-01 04:00:00,Eurozone,Unemployment Rate,Unemployment Rate (Aug),1999-08-01 00:00:00,9.6
159,1999-09-01 04:00:00,Denmark,Unemployment Rate,Unemployment Rate (Aug),1999-08-01 00:00:00,5.6
160,1999-09-01 04:00:00,Finland,Unemployment Rate,Finnish Unemployment Rate (Aug),1999-08-01 00:00:00,10.0
162,1999-09-01 07:30:00,United States,Unemployment Rate,Unemployment Rate (Aug),1999-08-01 00:00:00,4.2
163,1999-10-01 04:00:00,United Kingdom,Unemployment Rate,Unemployment Rate (Sep),1999-09-01 00:00:00,5.9
164,1999-10-01 04:00:00,Canada,Unemployment Rate,Unemployment Rate (Sep),1999-09-01 00:00:00,7.5
165,1999-10-01 04:00:00,Korea,Unemployment Rate,Unemployment Rate (Sep),1999-09-01 00:00:00,5.7
167,1999-10-01 04:00:00,Switzerland,Unemployment Rate,Unemployment Rate s.a. (Sep),1999-09-01 00:00:00,2.5
168,1999-10-01 04:00:00,Germany,Unemployment Rate,German Unemployment Rate (Sep),1999-09-01 00:00:00,10.5
169,1999-10-01 04:00:00,Australia,Unemployment Rate,Unemployment Rate (Sep),1999-09-01 00:00:00,7.0
170,1999-10-01 04:00:00,Japan,Unemployment Rate,Unemployment Rate (Sep),1999-09-01 00:00:00,4.6
171,1999-10-01 04:00:00,Hong Kong,Unemployment Rate,Unemployment Rate (Sep),1999-09-01 00:00:00,6.3
172,1999-10-01 04:00:00,Taiwan,Unemployment Rate,Unemployment Rate (Sep),1999-09-01 00:00:00,2.92
173,1999-10-01 04:00:00,Austria,Unemployment Rate,Austrian Unemployment Rate (Sep),1999-09-01 00:00:00,5.4
174,1999-10-01 04:00:00,Russia,Unemployment Rate,Unemployment Rate (Sep),1999-09-01 00:00:00,12.1
176,1999-10-01 04:00:00,Norway,Unemployment Rate,Unemployment Rate (Sep),1999-09-01 00:00:00,3.4
177,1999-10-01 04:00:00,Eurozone,Unemployment Rate,Unemployment Rate (Sep),1999-09-01 00:00:00,9.6
178,1999-10-01 04:00:00,Denmark,Unemployment Rate,Unemployment Rate (Sep),1999-09-01 00:00:00,5.5
179,1999-10-01 04:00:00,Finland,Unemployment Rate,Finnish Unemployment Rate (Sep),1999-09-01 00:00:00,10.0
181,1999-10-01 07:30:00,United States,Unemployment Rate,Unemployment Rate (Sep),1999-09-01 00:00:00,4.2
182,1999-11-01 04:00:00,United Kingdom,Unemployment Rate,Unemployment Rate (Oct),1999-10-01 00:00:00,5.8
183,1999-11-01 04:00:00,Canada,Unemployment Rate,Unemployment Rate (Oct),1999-10-01 00:00:00,7.2
184,1999-11-01 04:00:00,Korea,Unemployment Rate,Unemployment Rate (Oct),1999-10-01 00:00:00,5.4
186,1999-11-01 04:00:00,Switzerland,Unemployment Rate,Unemployment Rate s.a. (Oct),1999-10-01 00:00:00,2.4
187,1999-11-01 04:00:00,Germany,Unemployment Rate,German Unemployment Rate (Oct),1999-10-01 00:00:00,10.5
188,1999-11-01 04:00:00,Australia,Unemployment Rate,Unemployment Rate (Oct),1999-10-01 00:00:00,6.8
189,1999-11-01 04:00:00,Japan,Unemployment Rate,Unemployment Rate (Oct),1999-10-01 00:00:00,4.6
190,1999-11-01 04:00:00,Hong Kong,Unemployment Rate,Unemployment Rate (Oct),1999-10-01 00:00:00,6.3
191,1999-11-01 04:00:00,Taiwan,Unemployment Rate,Unemployment Rate (Oct),1999-10-01 00:00:00,2.94
192,1999-11-01 04:00:00,Austria,Unemployment Rate,Austrian Unemployment Rate (Oct),1999-10-01 00:00:00,5.8
193,1999-11-01 04:00:00,Russia,Unemployment Rate,Unemployment Rate (Oct),1999-10-01 00:00:00,12.4
195,1999-11-01 04:00:00,Norway,Unemployment Rate,Unemployment Rate (Oct),1999-10-01 00:00:00,3.4
196,1999-11-01 04:00:00,Eurozone,Unemployment Rate,Unemployment Rate (Oct),1999-10-01 00:00:00,9.5
197,1999-11-01 04:00:00,Denmark,Unemployment Rate,Unemployment Rate (Oct),1999-10-01 00:00:00,5.4
198,1999-11-01 04:00:00,Finland,Unemployment Rate,Finnish Unemployment Rate (Oct),1999-10-01 00:00:00,10.0
200,1999-11-01 07:30:00,United States,Unemployment Rate,Unemployment Rate (Oct),1999-10-01 00:00:00,4.1
201,1999-12-01 04:00:00,United Kingdom,Unemployment Rate,Unemployment Rate (Nov),1999-11-01 00:00:00,5.8
202,1999-12-01 04:00:00,Canada,Unemployment Rate,Unemployment Rate (Nov),1999-11-01 00:00:00,6.9
203,1999-12-01 04:00:00,Korea,Unemployment Rate,Unemployment Rate (Nov),1999-11-01 00:00:00,5.2
205,1999-12-01 04:00:00,Switzerland,Unemployment Rate,Unemployment Rate s.a. (Nov),1999-11-01 00:00:00,2.4
206,1999-12-01 04:00:00,Germany,Unemployment Rate,German Unemployment Rate (Nov),1999-11-01 00:00:00,10.4
207,1999-12-01 04:00:00,Australia,Unemployment Rate,Unemployment Rate (Nov),1999-11-01 00:00:00,6.4
208,1999-12-01 04:00:00,Japan,Unemployment Rate,Unemployment Rate (Nov),1999-11-01 00:00:00,4.6
209,1999-12-01 04:00:00,Hong Kong,Unemployment Rate,Unemployment Rate (Nov),1999-11-01 00:00:00,6.3
210,1999-12-01 04:00:00,Taiwan,Unemployment Rate,Unemployment Rate (Nov),1999-11-01 00:00:00,2.92
211,1999-12-01 04:00:00,Austria,Unemployment Rate,Austrian Unemployment Rate (Nov),1999-11-01 00:00:00,6.6
212,1999-12-01 04:00:00,Russia,Unemployment Rate,Unemployment Rate (Nov),1999-11-01 00:00:00,12.6
214,1999-12-01 04:00:00,Norway,Unemployment Rate,Unemployment Rate (Nov),1999-11-01 00:00:00,3.4
215,1999-12-01 04:00:00,Eurozone,Unemployment Rate,Unemployment Rate (Nov),1999-11-01 00:00:00,9.4
216,1999-12-01 04:00:00,Denmark,Unemployment Rate,Unemployment Rate (Nov),1999-11-01 00:00:00,5.4
217,1999-12-01 04:00:00,Finland,Unemployment Rate,Finnish Unemployment Rate (Nov),1999-11-01 00:00:00,9.9
219,1999-12-01 07:30:00,United States,Unemployment Rate,Unemployment Rate (Nov),1999-11-01 00:00:00,4.1
220,2000-01-01 04:00:00,United Kingdom,Unemployment Rate,Unemployment Rate (Dec),1999-12-01 00:00:00,5.8
221,2000-01-01 04:00:00,Canada,Unemployment Rate,Unemployment Rate (Dec),1999-12-01 00:00:00,6.8
222,2000-01-01 04:00:00,Korea,Unemployment Rate,Unemployment Rate (Dec),1999-12-01 00:00:00,5.2
224,2000-01-01 04:00:00,Switzerland,Unemployment Rate,Unemployment Rate s.a. (Dec),1999-12-01 00:00:00,2.3
225,2000-01-01 04:00:00,Germany,Unemployment Rate,German Unemployment Rate (Dec),1999-12-01 00:00:00,10.3
226,2000-01-01 04:00:00,Australia,Unemployment Rate,Unemployment Rate (Dec),1999-12-01 00:00:00,6.7
227,2000-01-01 04:00:00,Japan,Unemployment Rate,Unemployment Rate (Dec),1999-12-01 00:00:00,4.7
228,2000-01-01 04:00:00,Hong Kong,Unemployment Rate,Unemployment Rate (Dec),1999-12-01 00:00:00,6.3
229,2000-01-01 04:00:00,Taiwan,Unemployment Rate,Unemployment Rate (Dec),1999-12-01 00:00:00,2.95
230,2000-01-01 04:00:00,Austria,Unemployment Rate,Austrian Unemployment Rate (Dec),1999-12-01 00:00:00,7.3
231,2000-01-01 04:00:00,Russia,Unemployment Rate,Unemployment Rate (Dec),1999-12-01 00:00:00,12.4
233,2000-01-01 04:00:00,Norway,Unemployment Rate,Unemployment Rate (Dec),1999-12-01 00:00:00,3.4
234,2000-01-01 04:00:00,Eurozone,Unemployment Rate,Unemployment Rate (Dec),1999-12-01 00:00:00,9.4
235,2000-01-01 04:00:00,Denmark,Unemployment Rate,Unemployment Rate (Dec),1999-12-01 00:00:00,5.5
236,2000-01-01 04:00:00,Finland,Unemployment Rate,Finnish Unemployment Rate (Dec),1999-12-01 00:00:00,9.9
238,2000-01-01 07:30:00,United States,Unemployment Rate,Unemployment Rate (Dec),1999-12-01 00:00:00,4.0
239,2000-02-01 04:00:00,United Kingdom,Unemployment Rate,Unemployment Rate (Jan),2000-01-01 00:00:00,5.9
240,2000-02-01 04:00:00,Canada,Unemployment Rate,Unemployment Rate (Jan),2000-01-01 00:00:00,6.8
241,2000-02-01 04:00:00,Korea,Unemployment Rate,Unemployment Rate (Jan),2000-01-01 00:00:00,5.2
243,2000-02-01 04:00:00,Switzerland,Unemployment Rate,Unemployment Rate s.a. (Jan),2000-01-01 00:00:00,2.1
244,2000-02-01 04:00:00,Germany,Unemployment Rate,German Unemployment Rate (Jan),2000-01-01 00:00:00,10.2
245,2000-02-01 04:00:00,Australia,Unemployment Rate,Unemployment Rate (Jan),2000-01-01 00:00:00,6.8
246,2000-02-01 04:00:00,Japan,Unemployment Rate,Unemployment Rate (Jan),2000-01-01 00:00:00,4.7
247,2000-02-01 04:00:00,Hong Kong,Unemployment Rate,Unemployment Rate (Jan),2000-01-01 00:00:00,6.0
248,2000-02-01 04:00:00,Taiwan,Unemployment Rate,Unemployment Rate (Jan),2000-01-01 00:00:00,2.89
249,2000-02-01 04:00:00,Austria,Unemployment Rate,Austrian Unemployment Rate (Jan),2000-01-01 00:00:00,8.4
250,2000-02-01 04:00:00,Russia,Unemployment Rate,Unemployment Rate (Jan),2000-01-01 00:00:00,12.2
252,2000-02-01 04:00:00,Norway,Unemployment Rate,Unemployment Rate (Jan),2000-01-01 00:00:00,3.4
253,2000-02-01 04:00:00,Eurozone,Unemployment Rate,Unemployment Rate (Jan),2000-01-01 00:00:00,9.3
254,2000-02-01 04:00:00,Denmark,Unemployment Rate,Unemployment Rate (Jan),2000-01-01 00:00:00,5.5
255,2000-02-01 04:00:00,Finland,Unemployment Rate,Finnish Unemployment Rate (Jan),2000-01-01 00:00:00,9.8
257,2000-02-01 07:30:00,United States,Unemployment Rate,Unemployment Rate (Jan),2000-01-01 00:00:00,4.0
258,2000-03-01 04:00:00,United Kingdom,Unemployment Rate,Unemployment Rate (Feb),2000-02-01 00:00:00,5.8
259,2000-03-01 04:00:00,Canada,Unemployment Rate,Unemployment Rate (Feb),2000-02-01 00:00:00,6.9
260,2000-03-01 04:00:00,Korea,Unemployment Rate,Unemployment Rate (Feb),2000-02-01 00:00:00,4.8
262,2000-03-01 04:00:00,Switzerland,Unemployment Rate,Unemployment Rate s.a. (Feb),2000-02-01 00:00:00,2.0
263,2000-03-01 04:00:00,Germany,Unemployment Rate,German Unemployment Rate (Feb),2000-02-01 00:00:00,10.1
264,2000-03-01 04:00:00,Australia,Unemployment Rate,Unemployment Rate (Feb),2000-02-01 00:00:00,6.7
265,2000-03-01 04:00:00,Japan,Unemployment Rate,Unemployment Rate (Feb),2000-02-01 00:00:00,4.9
266,2000-03-01 04:00:00,Hong Kong,Unemployment Rate,Unemployment Rate (Feb),2000-02-01 00:00:00,5.9
267,2000-03-01 04:00:00,Taiwan,Unemployment Rate,Unemployment Rate (Feb),2000-02-01 00:00:00,2.96
268,2000-03-01 04:00:00,Austria,Unemployment Rate,Austrian Unemployment Rate (Feb),2000-02-01 00:00:00,8.0
269,2000-03-01 04:00:00,Russia,Unemployment Rate,Unemployment Rate (Feb),2000-02-01 00:00:00,12.1
271,2000-03-01 04:00:00,Norway,Unemployment Rate,Unemployment Rate (Feb),2000-02-01 00:00:00,3.4
272,2000-03-01 04:00:00,Eurozone,Unemployment Rate,Unemployment Rate (Feb),2000-02-01 00:00:00,9.2
273,2000-03-01 04:00:00,Denmark,Unemployment Rate,Unemployment Rate (Feb),2000-02-01 00:00:00,5.3
274,2000-03-01 04:00:00,Finland,Unemployment Rate,Finnish Unemployment Rate (Feb),2000-02-01 00:00:00,9.7
276,2000-03-01 07:30:00,United States,Unemployment Rate,Unemployment Rate (Feb),2000-02-01 00:00:00,4.1
277,2000-04-01 04:00:00,United Kingdom,Unemployment Rate,Unemployment Rate (Mar),2000-03-01 00:00:00,5.8
